"ID";"P02";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"P29";"P30";"P31";"P32";"P33";"P34";"P35";"P36";"P37";"P38";"P39";"P40";"P41";"P42";"P43";"P44";"P45";"P46";"P47";"P48";"P49";"V02";"V04";"V05";"V06";"V07";"V08";"V09";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"VD_REGIAO";"VD_EDUCACAO";"VD_IDADE";"VD_RACA";"VD_ACOMPANHA_SENADO";"VD_TRABALHO";"VD_PORTE";"VD_VOTO.TURNO1";"VD_VOTO.TURNO2";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"POP_REGIAO_VOTO.TURNO1";"POP_REGIAO_VOTO.TURNO2";"W1";"W2"
"68";29;3;2;2;1;1;4;1;1;2;2;97;1;1;1;1;3;2;;97;2;4;97;2;97;97;1;2;;;;;;;;;;1;2;1;1;2;2;2;;;3;1;4;2;1;1;;1;1;2;2;1;2;1;2;2;1;2;2;4;1;2;2;2;21140652,1606768;9055325,84168844;33265012,4017524;24249559,3107258;14173695,4240263;21753139;22534967;0,53113146285101;79496,6569202104
"69";29;4;1;1;1;1;4;1;2;2;2;2;1;1;1;1;1;1;1;3;3;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;4;1;3;3;1;1;;2;1;2;1;1;99;1;2;2;2;4;2;1;1;2;2;2;21140652,1606768;6202819,74451299;33265012,4017524;13313571,0102565;14173695,4240263;21753139;22534967;1,06226292570202;106657,848916079
"70";41;5;1;1;1;1;2;1;1;1;2;97;1;1;1;1;2;1;2;3;2;3;1;2;1;1;1;1;97;;;;;;;;;1;2;2;2;2;2;2;97;1;97;2;1;3;99;99;99;1;1;99;2;1;2;1;2;4;2;5;1;2;99;1;2;2;12325579,2015022;5040299,80536735;17777162,4460155;6939587,68106587;8921246,50044287;6449380;6750374;0,885430859201816;138696,431383326
"71";13;4;1;2;1;2;3;1;1;1;1;2;1;1;1;1;2;1;2;2;2;4;2;2;1;1;1;1;2;;;;;;;;;2;;;;;;;;;4;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;1;4;2;2;2;1;2;2;6811680,65343159;1788232,35083185;11092360,6389436;6945065,18624126;4533423,13227735;4554630;4590184;0,139725270854756;37165,4752327928
"72";21;3;1;1;1;2;3;1;1;1;2;2;1;2;1;1;1;2;;3;3;3;2;2;2;2;1;1;2;;;;;;;;;1;2;2;2;1;2;2;2;1;3;2;3;4;2;1;;1;1;2;1;1;6;1;3;2;3;2;2;4;1;2;3;3;23204759,582082;9055325,84168844;33265012,4017524;6782281,42177651;14173695,4240263;13804878,7427588;11847497,7427588;0,66708875950226;31107,6268207366
"73";32;7;1;1;2;1;3;2;2;2;2;2;1;1;2;2;3;2;;2;2;1;2;2;2;2;2;;;;;;;;;;;1;1;1;2;2;2;2;;;2;2;1;3;1;2;2;1;99;99;2;1;99;1;99;3;2;5;1;4;3;2;3;3;37700043,5273793;15263335,4060724;36670114,0129673;24365402,5988148;28518806,3404994;27776402,6627414;22446263,6627414;0,546896576531537;40831,1657642078
"74";25;4;2;2;1;1;6;2;97;1;97;97;2;2;2;1;97;1;2;2;3;1;2;1;1;1;1;1;1;1;3;1;2;3;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;;5;1;2;1;1;99;1;99;2;1;2;2;2;1;3;3;1;23204759,582082;9055325,84168844;33265012,4017524;24249559,3107258;10816838,1655851;13804878,7427588;9962947;1,04354532060577;184838,872742826
"75";43;4;2;1;1;1;3;2;2;2;1;1;2;2;2;1;1;1;2;2;3;1;2;2;2;97;1;1;2;;;;;;;;;2;;;;;;;;;2;2;1;3;2;1;;1;2;1;2;1;1;1;1;4;1;3;1;2;1;2;1;1;12325579,2015022;4262210,06607883;17777162,4460155;11421778,5725272;10776775,1826395;9568041;10940158;0,710930506044047;62015,0570079738
"76";29;2;1;1;2;1;8;2;1;2;1;2;1;1;1;97;3;1;3;2;2;3;2;2;1;2;1;1;2;;;;;;;;;1;1;2;2;1;2;2;1;1;4;2;3;3;1;2;2;4;1;2;1;2;;2;;2;2;1;2;3;3;1;3;3;23204759,582082;12798371,8641061;33265012,4017524;13313571,0102565;19354878,1531474;13804878,7427588;11847497,7427588;0,53113146285101;268881,696712119
"77";23;5;1;97;1;1;7;97;97;1;2;2;1;1;1;1;1;2;;1;2;97;1;2;1;2;1;1;2;;;;;;;;;1;2;2;2;2;1;2;1;1;3;2;1;3;1;2;2;2;1;2;2;1;99;1;99;2;2;5;1;4;3;3;3;3;23204759,582082;8204197,81943566;11080399,3410063;13313571,0102565;10816838,1655851;13804878,7427588;11847497,7427588;0,524929967547189;50494,1995687693
"78";50;7;1;1;2;2;7;1;1;2;2;2;1;1;1;1;2;1;3;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;3;3;2;2;;;;;;;;;4;2;1;3;1;1;;4;99;2;2;1;2;1;2;5;2;1;1;3;1;3;2;2;6571044,69845248;3746400,13739432;4584091,49430122;3872447,6527475;5235416,80864652;3326328;3523743;0,234958311802122;35577,4461331106
"79";42;3;1;1;2;1;8;1;2;1;2;1;1;1;1;2;2;1;1;2;3;6;2;2;1;1;1;1;2;;;;;;;;;1;1;1;1;1;1;1;2;2;3;2;1;2;2;2;1;1;1;2;1;2;;2;;4;1;3;1;1;2;1;3;3;12325579,2015022;4262210,06607883;17777162,4460155;11421778,5725272;8921246,50044287;8208242,03327921;6535131,03327921;0,580803856380637;55281,9039897639
"80";41;4;2;1;1;2;7;2;2;1;1;1;2;1;2;97;3;1;1;2;3;1;2;2;2;2;1;1;1;1;1;1;3;3;2;1;1;1;1;1;1;2;1;1;1;1;2;1;1;3;1;1;;1;3;1;2;1;1;1;1;4;2;5;1;1;1;2;1;1;11900083,831777;5040299,80536735;17777162,4460155;6939587,68106587;10776775,1826395;9568041;10940158;0,885430859201816;69509,1633327448
"81";35;3;1;1;1;1;6;97;2;1;2;2;1;1;2;3;3;2;;3;3;1;2;2;2;1;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;4;2;2;1;;2;2;4;1;2;1;1;1;1;1;3;1;3;2;4;3;1;1;1;37700043,5273793;13151339,3001183;35613911,6497741;29216484,3462274;14602578,6387043;23470529;27043936;1,1575493817962;55331,3976727425
"82";33;4;2;1;1;1;3;2;2;1;2;2;1;2;2;1;3;2;;2;2;6;1;1;1;2;1;1;2;;;;;;;;;1;1;1;2;2;2;2;1;1;2;1;3;3;1;1;;2;3;2;2;1;1;1;1;3;2;2;2;4;1;2;1;1;34583982,1353621;14391721,5930094;35613911,6497741;24365402,5988148;28518806,3404994;23470529;27043936;0,955131706480072;61473,7242822503
"83";52;7;2;1;1;1;3;2;1;1;1;2;1;2;1;1;3;1;2;2;2;2;2;2;2;1;1;1;2;;;;;;;;;1;1;1;2;1;1;1;1;1;2;2;3;4;1;1;;1;1;1;1;1;1;1;1;5;3;3;2;2;1;3;1;1;6571044,69845248;2435637,36092034;8295394,16804358;3367449,33243866;5235416,80864652;4727672;5331708;1,70197227932848;94884,5445811663
"84";35;5;97;1;1;2;8;1;2;2;2;2;2;2;1;1;2;1;3;3;3;1;2;1;2;1;1;2;;;;;;;;;;1;1;2;2;1;2;2;;;4;2;3;2;1;2;2;1;1;2;2;1;99;1;2;3;1;5;2;3;3;3;2;2;37700043,5273793;15263335,4060724;35613911,6497741;29216484,3462274;29162640,6835377;21037094;22793826;0,714669738494989;55068,8017807324
"85";27;3;1;1;1;97;6;1;2;2;2;2;1;1;1;97;3;2;;2;3;3;2;2;2;2;2;;;;;;;;;;;2;;;;;;;;;1;2;3;1;;2;2;4;99;2;2;1;2;2;;2;1;4;2;4;3;2;2;3;23204759,582082;6202819,74451299;33265012,4017524;24249559,3107258;14173695,4240263;21753139;11847497,7427588;0,243020431674285;47419,4824152161
"86";15;6;1;1;1;2;3;1;2;2;97;2;1;97;1;1;1;1;2;3;1;1;2;2;2;2;1;1;2;;;;;;;;;1;2;2;2;2;2;1;1;1;2;1;2;4;1;1;;1;3;1;2;2;;2;;1;3;1;2;2;1;2;3;3;6811680,65343159;4616955,63586713;11092360,6389436;2583414,27516294;5530020,98320975;4817978,56967089;4396244,56967089;0,394020511483105;94610,5266294191
"87";27;1;1;1;97;2;7;1;2;2;2;1;2;2;1;3;2;2;;2;1;1;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;2;3;2;1;2;2;1;1;2;2;1;99;1;99;2;1;2;2;4;3;1;3;2;23204759,582082;9055325,84168844;33265012,4017524;24249559,3107258;19354878,1531474;13804878,7427588;22534967;0,243020431674285;40644,7175285143
"88";35;1;1;2;1;1;7;1;1;1;2;2;2;2;2;2;3;2;;3;2;3;2;1;1;2;1;1;2;;;;;;;;;2;;;;;;;;;4;2;1;2;2;1;;2;1;2;1;1;1;1;1;3;1;4;1;4;1;2;1;1;37700043,5273793;11005948,8963799;36670114,0129673;29216484,3462274;28518806,3404994;23470529;27043936;1,1575493817962;82420,1647059528
"89";35;7;1;1;2;1;7;1;1;2;2;2;1;1;1;1;1;2;;2;2;3;2;2;2;2;2;;;;;;;;;;;1;1;1;2;2;2;2;;;4;1;1;4;2;1;;1;1;2;1;1;7;1;4;3;3;5;1;4;1;3;3;3;34583982,1353621;15263335,4060724;36670114,0129673;18702138,7176993;29162640,6835377;27776402,6627414;22446263,6627414;0,714669738494989;37710,2100878861
"90";43;3;1;1;1;1;3;1;1;1;2;2;1;1;1;1;3;2;;3;2;5;1;1;1;2;1;1;1;1;3;1;2;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;;1;2;1;2;1;2;1;2;4;2;2;1;4;1;3;2;2;11900083,831777;4972531,99320719;17777162,4460155;6939587,68106587;4527641,35019684;6449380;6750374;0,710930506044047;46860,5827536721
"91";15;97;1;1;1;1;6;97;1;1;1;1;1;2;1;1;2;2;;97;2;2;2;2;2;1;1;1;2;;;;;;;;;1;1;1;2;1;1;1;2;2;3;1;3;2;99;1;;1;1;1;2;1;2;1;2;1;1;4;2;4;1;2;2;2;6811680,65343159;1788232,35083185;11092360,6389436;6945065,18624126;5530020,98320975;4554630;4590184;0,394020511483105;54130,4698808277
"92";35;5;1;1;1;1;3;1;2;1;1;1;1;1;1;1;2;2;;3;3;1;2;2;2;1;1;1;2;;;;;;;;;1;2;2;2;2;1;1;1;1;4;1;1;4;1;1;;2;2;1;2;1;1;1;1;3;3;1;1;4;1;3;1;1;34583982,1353621;18471680,4671614;36670114,0129673;18702138,7176993;29162640,6835377;23470529;27043936;2,14400921548497;259361,594860412
"93";29;5;1;1;1;1;3;1;2;1;2;1;1;1;2;1;2;1;2;3;2;1;1;2;2;2;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;2;1;3;4;1;1;;2;3;2;2;1;1;1;1;2;3;2;2;2;1;3;1;1;21140652,1606768;9055325,84168844;33265012,4017524;6782281,42177651;10816838,1655851;8787394;9962947;0,53113146285101;9799,29200256623
"94";41;1;1;1;1;1;7;1;2;2;2;1;1;1;1;1;2;2;;2;1;5;2;2;2;2;1;1;2;;;;;;;;;1;1;1;1;1;1;1;2;2;2;1;4;2;2;1;;1;1;2;2;1;1;1;1;4;1;3;2;4;1;3;1;1;11900083,831777;4262210,06607883;6448500,58726374;11421778,5725272;4527641,35019684;9568041;10940158;0,885430859201816;58545,761680818
"95";41;4;97;1;2;97;6;2;2;1;2;1;1;2;2;1;1;2;;2;2;1;2;2;2;1;1;1;2;;;;;;;;;1;2;2;2;97;1;2;1;1;2;2;1;4;1;1;;2;1;1;2;1;1;1;1;4;3;5;1;4;1;1;1;1;12325579,2015022;5040299,80536735;17777162,4460155;5864296,77968615;8921246,50044287;9568041;10940158;0,885430859201816;109084,39616793
"96";31;4;2;1;2;2;6;1;2;1;1;1;2;1;2;1;1;1;2;2;3;1;2;2;2;97;1;1;1;3;3;3;2;3;2;97;1;1;2;2;2;2;1;1;2;2;2;2;1;3;2;2;2;1;1;1;2;1;1;1;1;3;1;5;1;2;3;2;1;1;37700043,5273793;15263335,4060724;36670114,0129673;29216484,3462274;28518806,3404994;23470529;27043936;0,522962397737072;44248,517446038
"97";17;4;1;1;1;1;2;2;2;2;1;1;2;2;2;1;1;1;2;3;3;1;1;1;2;2;1;1;1;1;1;1;1;3;2;2;1;1;1;1;2;2;2;2;1;1;2;2;3;4;1;2;1;1;2;1;2;1;1;1;1;1;3;5;2;2;2;1;1;1;6957088,9162393;1954215,78844874;11092360,6389436;2583414,27516294;4533423,13227735;4396161;4782341;0,160738901458879;21622,4575394507
"98";41;1;1;1;1;1;3;1;2;2;2;2;1;1;1;1;2;2;;2;2;3;2;2;2;2;1;1;2;;;;;;;;;1;2;2;2;1;2;1;1;1;4;2;1;3;1;2;2;2;2;1;2;1;4;1;4;4;2;3;1;4;3;2;3;3;12325579,2015022;4262210,06607883;17777162,4460155;6939587,68106587;10776775,1826395;8208242,03327921;6535131,03327921;0,885430859201816;36516,6606498011
"99";26;3;2;1;2;1;2;1;1;2;2;1;1;1;1;1;2;2;;2;1;3;2;2;2;2;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;4;2;3;4;1;1;;1;3;1;2;2;;2;;2;3;2;2;4;1;1;3;3;23204759,582082;9055325,84168844;33265012,4017524;6782281,42177651;19354878,1531474;13804878,7427588;11847497,7427588;1,03223447625232;76155,4638329784
"100";15;4;1;2;1;1;3;2;1;1;1;2;2;1;2;1;3;1;1;3;3;1;2;2;2;1;1;1;1;1;2;2;2;2;2;3;1;1;1;1;2;1;1;1;1;1;2;1;3;3;1;1;;2;1;1;2;1;1;1;1;1;2;5;2;1;1;2;1;1;6811680,65343159;1954215,78844874;11092360,6389436;4240290,10826669;5530020,98320975;4396161;4782341;1,97010255741552;195733,629805076
"101";35;4;2;1;1;1;3;2;2;1;1;1;2;2;2;3;3;1;1;3;3;1;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;2;2;3;4;1;1;;1;3;1;2;1;1;1;1;3;3;2;2;1;1;1;1;1;37700043,5273793;14391721,5930094;35613911,6497741;18702138,7176993;14602578,6387043;23470529;27043936;1,1575493817962;39657,6813429248
"102";31;1;1;1;2;1;6;1;1;2;2;1;1;1;1;3;2;1;2;2;2;1;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;2;3;2;1;2;2;2;1;2;1;2;;1;2;3;1;5;2;2;3;2;3;2;37700043,5273793;15263335,4060724;35613911,6497741;29216484,3462274;28518806,3404994;27776402,6627414;22793826;0,767499221703364;21127,0322372834
"103";29;2;1;1;1;1;7;2;1;1;1;2;1;2;1;1;3;1;3;3;3;1;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;1;1;3;4;2;2;1;4;1;2;1;1;1;1;2;2;3;1;2;3;2;3;1;2;21140652,1606768;12798371,8641061;33265012,4017524;6782281,42177651;10816838,1655851;8787394;22534967;0,53113146285101;9893,60450905635
"104";29;1;1;1;1;2;6;1;2;1;2;2;2;2;1;1;1;2;;3;1;1;2;1;2;1;2;;;;;;;;;;;2;;;;;;;;;2;1;3;2;1;2;1;2;1;2;2;1;1;1;2;2;1;4;2;4;2;3;1;2;21140652,1606768;6202819,74451299;33265012,4017524;24249559,3107258;10816838,1655851;8787394;22534967;4,64982029948015;92155,6777718301
"105";31;1;1;1;2;1;7;1;1;1;2;2;2;2;1;1;3;2;;3;2;1;2;2;2;2;2;;;;;;;;;;;2;;;;;;;;;4;1;3;2;2;2;2;1;1;2;1;1;99;1;99;3;1;3;2;4;3;2;3;2;34583982,1353621;13151339,3001183;35613911,6497741;29216484,3462274;28518806,3404994;27776402,6627414;22793826;0,767499221703364;18867,8501631792
"106";43;1;2;1;1;1;7;2;1;1;2;1;97;1;1;1;2;2;;2;2;6;2;2;2;97;2;;;;;;;;;;;1;2;1;2;2;2;2;;;4;1;2;5;;2;2;4;1;2;2;1;99;1;99;4;1;5;2;4;3;1;3;3;11900083,831777;5040299,80536735;6448500,58726374;11421778,5725272;8921246,50044287;8208242,03327921;6535131,03327921;0,710930506044047;71940,4445786515
"107";52;6;1;1;2;1;7;1;1;2;2;2;1;1;1;1;1;1;3;2;3;5;1;1;1;2;1;1;1;2;3;3;3;3;2;3;2;1;2;2;2;2;2;2;2;1;3;2;1;4;2;2;2;4;2;1;2;1;2;1;2;5;3;1;1;3;3;2;2;2;6571044,69845248;3746400,13739432;4584091,49430122;3367449,33243866;3650500,27250181;3326328;3523743;0,850986139664242;79641,3368647863
"108";26;1;1;2;1;2;7;2;2;1;2;1;1;1;1;1;2;2;;2;2;3;2;2;2;1;1;1;2;;;;;;;;;1;2;2;2;2;1;1;1;1;1;2;3;2;2;2;2;1;1;2;1;1;2;1;2;2;1;2;2;4;3;2;2;2;23204759,582082;9055325,84168844;33265012,4017524;24249559,3107258;14173695,4240263;21753139;22534967;0,51611723812616;68385,6942359485
"109";15;6;2;1;1;1;2;2;2;2;1;1;2;2;2;1;3;2;;3;3;1;2;2;1;1;1;1;2;;;;;;;;;2;;;;;;;;;2;1;3;3;1;1;;4;3;2;2;2;;1;1;1;2;2;2;4;1;1;3;1;6811680,65343159;2884455,25448695;11092360,6389436;4240290,10826669;4533423,13227735;4817978,56967089;4782341;0,78804102296621;60374,1684887886
"110";43;3;1;1;2;1;3;1;1;2;2;2;1;1;1;1;2;1;3;2;2;5;1;1;1;2;1;1;1;1;2;2;2;2;2;2;3;1;2;2;1;2;1;1;1;1;1;1;1;4;1;1;;1;3;1;2;1;2;1;2;4;3;3;1;3;1;2;2;2;11900083,831777;4262210,06607883;17777162,4460155;5864296,77968615;10776775,1826395;6449380;6750374;0,710930506044047;48968,0008127057
"111";35;3;1;1;1;2;5;1;2;1;2;2;1;1;1;1;2;2;;2;2;6;1;1;1;1;1;2;;;;;;;;;;2;;;;;;;;;1;2;1;3;1;2;1;2;1;2;2;1;2;1;2;3;2;5;1;4;2;2;2;2;37700043,5273793;15263335,4060724;36670114,0129673;24365402,5988148;28518806,3404994;21037094;22793826;2,14400921548497;181829,211047425
"112";33;2;1;1;2;1;1;1;1;1;2;2;1;1;1;1;2;2;;2;2;3;2;2;1;2;1;1;1;1;2;1;2;2;1;3;3;1;2;1;2;1;1;2;1;1;1;2;2;3;1;1;;2;1;1;1;1;2;2;;3;2;1;2;4;1;3;2;3;37700043,5273793;18471680,4671614;35613911,6497741;24365402,5988148;29162640,6835377;21037094;22446263,6627414;0,664796625027034;207720,864501504
"113";43;5;1;1;1;2;3;1;1;1;2;1;1;1;97;1;2;1;2;2;2;3;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;2;1;3;2;2;2;1;1;2;1;1;1;2;;4;1;2;1;2;3;2;1;3;12325579,2015022;4972531,99320719;17777162,4460155;11421778,5725272;10776775,1826395;9568041;6535131,03327921;0,710930506044047;52830,2192870283
"114";35;1;2;1;1;1;1;1;2;1;2;2;1;1;1;1;2;1;3;2;3;1;2;2;1;1;1;1;1;2;2;2;2;3;2;3;3;1;1;1;2;1;1;1;1;1;1;2;1;4;1;1;;1;1;2;1;1;2;1;2;3;3;3;1;3;1;3;2;2;37700043,5273793;13151339,3001183;36670114,0129673;18702138,7176993;29162640,6835377;21037094;22793826;1,1575493817962;66545,8966893624
"115";52;3;1;1;1;1;3;2;2;2;1;2;2;2;2;1;3;1;3;2;3;6;2;2;1;1;1;1;2;;;;;;;;;1;2;1;2;2;1;1;1;1;2;2;3;4;1;2;1;2;2;2;2;1;1;1;1;5;3;3;2;3;2;1;1;1;6571044,69845248;2435637,36092034;8295394,16804358;3367449,33243866;3993568,58119647;4727672;5331708;2,55295841899273;166881,054516951
"116";27;97;2;1;1;1;3;2;1;1;2;1;1;1;2;2;3;2;;3;2;97;2;2;2;2;1;1;2;;;;;;;;;1;2;1;1;1;1;1;1;2;4;1;3;4;99;1;;4;3;1;2;2;;2;;2;3;4;2;4;1;3;3;3;21140652,1606768;6202819,74451299;33265012,4017524;6782281,42177651;10816838,1655851;13804878,7427588;11847497,7427588;0,081006810558095;2328,14559629304
"117";35;3;1;1;1;1;3;2;1;1;2;2;1;1;2;1;2;2;;3;3;2;2;2;2;1;1;1;2;;;;;;;;;1;1;1;1;1;2;2;2;1;2;2;3;2;1;1;;4;1;2;1;1;2;1;2;3;1;4;2;4;1;3;2;2;37700043,5273793;11005948,8963799;35613911,6497741;29216484,3462274;29162640,6835377;21037094;22793826;3,4726481453886;225178,387964531
"118";35;2;1;1;1;1;3;1;2;2;2;1;1;1;1;1;1;2;;1;1;3;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;2;1;1;2;2;2;2;1;1;1;2;1;2;1;2;3;1;5;1;4;3;1;2;2;34583982,1353621;15263335,4060724;36670114,0129673;29216484,3462274;14602578,6387043;21037094;22793826;1,1575493817962;85251,7273020482
"119";26;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;3;2;5;2;2;2;1;1;1;2;;;;;;;;;1;1;1;1;1;1;1;1;1;4;1;3;3;1;1;;4;1;1;2;1;2;1;2;2;2;3;2;1;1;3;2;2;21140652,1606768;8084696,47301555;33265012,4017524;13313571,0102565;10816838,1655851;21753139;22534967;1,03223447625232;53621,2236275016
"120";35;5;2;1;1;1;3;1;1;2;2;2;1;1;1;1;2;2;;3;3;2;2;1;2;2;1;1;2;;;;;;;;;1;2;2;2;2;1;1;1;1;4;2;2;4;1;1;;3;3;2;2;1;3;1;3;3;3;3;2;4;1;3;3;3;37700043,5273793;13151339,3001183;35613911,6497741;18702138,7176993;29162640,6835377;27776402,6627414;22446263,6627414;1,1575493817962;41477,3698153633
"121";35;6;1;1;1;2;1;1;2;2;2;2;1;2;1;1;1;2;;1;2;4;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;3;2;3;3;1;2;2;2;1;1;1;1;1;1;1;3;2;3;2;4;3;1;1;1;37700043,5273793;13151339,3001183;35613911,6497741;24365402,5988148;14602578,6387043;23470529;27043936;2,85867895397995;130905,102228194
"122";35;3;1;1;2;1;5;1;2;2;2;2;1;1;1;3;2;2;;97;3;1;2;1;2;2;1;1;2;;;;;;;;;2;;;;;;;;;97;2;2;3;1;2;1;4;99;2;1;1;99;1;99;3;2;5;2;4;2;2;3;3;37700043,5273793;15263335,4060724;35613911,6497741;24365402,5988148;28518806,3404994;27776402,6627414;22446263,6627414;2,85867895397995;151109,691306839
"123";42;2;2;1;1;2;7;97;2;1;1;1;2;2;2;1;3;2;;2;2;1;2;2;2;2;1;1;2;;;;;;;;;1;2;2;2;2;1;1;2;2;4;2;1;3;1;1;;1;1;2;1;1;99;1;99;4;2;2;1;4;1;2;3;3;12325579,2015022;4972531,99320719;17777162,4460155;6939587,68106587;10776775,1826395;8208242,03327921;6535131,03327921;1,16160771276127;48429,7176810631
"124";35;3;1;2;1;1;4;1;1;2;1;1;2;2;2;1;3;2;;2;2;1;2;2;2;2;1;1;2;;;;;;;;;1;1;1;1;2;1;1;1;1;2;1;1;4;1;1;;3;3;1;2;1;1;1;1;3;3;2;1;4;1;2;1;1;34583982,1353621;14391721,5930094;36670114,0129673;18702138,7176993;28518806,3404994;23470529;27043936;1,1575493817962;62691,3165336201
"125";51;3;1;1;1;1;2;1;2;1;1;1;1;2;1;1;3;2;;3;3;3;2;2;2;1;1;1;2;;;;;;;;;1;2;1;2;2;1;2;2;1;4;2;1;4;2;2;2;1;2;2;2;1;1;1;1;5;3;2;1;4;3;3;1;1;6571044,69845248;2774096,33588219;4584091,49430122;3367449,33243866;5235416,80864652;4727672;5331708;0,532074345004093;43506,9142161493
"126";29;7;1;2;1;2;6;2;97;1;2;2;1;2;1;3;3;1;2;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;2;2;1;2;2;1;1;97;1;3;3;2;1;;2;1;2;1;2;;2;;2;1;2;2;2;1;3;3;3;21140652,1606768;9055325,84168844;33265012,4017524;24249559,3107258;10816838,1655851;13804878,7427588;11847497,7427588;0,53113146285101;49763,4919749461
"127";31;2;1;1;2;2;6;1;1;1;1;97;2;2;2;2;2;1;2;1;2;1;2;2;2;2;1;1;2;;;;;;;;;1;1;1;2;2;2;2;2;1;2;2;1;4;1;1;;5;99;99;2;1;99;2;;3;3;2;1;2;1;2;3;3;37700043,5273793;14391721,5930094;36670114,0129673;18702138,7176993;28518806,3404994;27776402,6627414;22446263,6627414;4,60499533022018;238063,719134789
"128";43;3;2;1;1;2;3;2;1;1;2;1;1;1;1;1;2;2;;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;1;1;1;4;2;1;3;2;2;2;4;1;1;1;1;2;1;2;4;1;2;1;4;3;1;2;2;12325579,2015022;4972531,99320719;17777162,4460155;11421778,5725272;8921246,50044287;6449380;6750374;2,13279151813214;374683,170354153
"129";35;4;2;1;1;1;3;1;2;2;1;2;1;1;1;1;2;1;3;1;1;1;1;2;2;1;1;1;2;;;;;;;;;1;2;1;1;2;1;2;2;1;4;2;1;2;1;2;2;1;1;2;1;1;2;1;2;3;1;5;1;3;3;3;2;2;37700043,5273793;15263335,4060724;36670114,0129673;29216484,3462274;29162640,6835377;21037094;22793826;2,85867895397995;311118,086472019
"130";41;2;1;1;1;2;3;1;2;1;2;2;1;1;1;1;3;2;;1;1;6;2;2;1;1;1;1;2;;;;;;;;;1;2;2;2;1;1;2;2;2;4;2;1;3;1;2;2;1;1;2;1;1;2;1;2;4;2;4;1;4;3;2;2;2;12325579,2015022;3643103,95375007;17777162,4460155;6939587,68106587;10776775,1826395;6449380;6750374;4,50421023052994;271769,205659082
"131";29;5;1;2;1;2;6;2;2;1;1;1;2;2;2;1;3;1;1;3;3;1;2;1;2;2;1;1;1;1;1;1;2;3;3;1;1;1;1;1;1;1;1;1;1;1;2;1;2;4;1;2;1;2;3;1;2;1;1;1;1;2;3;2;2;1;2;2;1;1;21140652,1606768;9055325,84168844;33265012,4017524;6782281,42177651;14173695,4240263;8787394;9962947;0,53113146285101;18175,1103742848
"132";31;5;2;2;1;1;6;2;1;1;1;1;1;2;2;2;3;1;1;3;3;5;2;2;2;2;1;1;2;;;;;;;;;1;1;1;1;1;2;1;1;1;2;1;2;4;1;1;;2;99;2;1;1;1;1;1;3;3;1;2;1;1;3;1;1;34583982,1353621;18471680,4671614;35613911,6497741;18702138,7176993;29162640,6835377;23470529;27043936;0,767499221703364;65735,0993023891
"133";43;1;1;1;2;1;3;1;1;2;1;1;1;2;1;1;2;1;1;2;2;1;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;1;1;4;3;1;1;;2;2;2;1;1;2;1;2;4;2;4;2;1;1;3;2;2;11900083,831777;3643103,95375007;6448500,58726374;6939587,68106587;4527641,35019684;6449380;6750374;0,710930506044047;32514,6850799628
"134";23;3;1;1;2;1;7;1;97;2;2;2;97;1;1;1;3;2;;3;3;1;2;2;1;1;1;1;2;;;;;;;;;1;1;1;2;1;1;1;1;1;3;1;2;2;1;1;;4;1;2;1;1;99;1;99;2;1;3;2;4;1;3;3;3;21140652,1606768;8084696,47301555;33265012,4017524;24249559,3107258;10816838,1655851;13804878,7427588;11847497,7427588;0,524929967547189;47758,1911762423
"135";26;5;1;1;1;1;3;1;2;1;2;2;1;1;1;1;1;2;;2;2;1;2;2;2;1;1;1;2;;;;;;;;;2;;;;;;;;;4;2;2;3;1;2;2;1;1;2;1;1;99;1;99;2;2;4;2;4;3;2;3;2;23204759,582082;6202819,74451299;33265012,4017524;13313571,0102565;14173695,4240263;13804878,7427588;22534967;0,51611723812616;36600,2621244505
